PAR ID,SUB,PRED,OBJ
4056965-4,marc_s_seriff,place of birth,austin
4056965-4,marc_s_seriff,place of birth,austin
4056965-4,marc_s_seriff,place of birth,austin
4056965-4,marc_s_seriff,place of birth,austin
4056965-5,marc_s_seriff,place of birth,austin
4056965-5,marc_s_seriff,place of birth,austin
4056965-5,marc_s_seriff,place of birth,austin
4056965-6,marc_s_seriff,place of birth,austin
4056965-6,marc_s_seriff,place of birth,austin
4056965-6,marc_s_seriff,place of birth,austin
4056965-6,marc_s_seriff,place of birth,austin
4108475-3,thomas,place of birth,new_york_city
4128468-3,ross,place of birth,traverse_city
4189764-1,mark_soley,place of birth,baltimore
4189764-1,richard_mark_soley,place of birth,baltimore
4189764-3,mark_soley,place of birth,baltimore
4189764-3,richard_mark_soley,place of birth,baltimore
4189764-3,richard_mark_soley,place of birth,baltimore
4189764-3,richard_mark_soley,place of birth,baltimore
4189764-3,richard_mark_soley,place of birth,baltimore
4189764-3,richard_mark_soley,place of birth,baltimore
4189764-3,richard_mark_soley,place of birth,baltimore
4189764-4,mark_soley,place of birth,baltimore
4189764-5,richard_mark_soley,place of birth,baltimore
4189764-6,mark_soley,place of birth,baltimore
4189764-6,richard_mark_soley,place of birth,baltimore
4210106-1,avi_silberschatz,place of birth,haifa
4210106-1,avi_silberschatz,place of birth,haifa
4210106-1,avi_silberschatz,place of birth,haifa
4210106-1,avi_silberschatz,place of birth,haifa
4210106-1,avi_silberschatz,place of birth,haifa
4210106-1,avi_silberschatz,place of birth,haifa
4210106-1,avi_silberschatz,place of birth,haifa
4210106-1,avi_silberschatz,place of birth,haifa
4210106-4,avi_silberschatz,place of birth,haifa
4223706-3,jim,place of birth,james
4223706-3,jim,place of birth,massachusetts
4255239-1,spyridon_fokas,place of birth,aeronautical
4255239-4,spyridon_fokas,place of birth,aeronautics
4420730-1,marcus,place of birth,munich
4420730-1,marcus_hutter,place of birth,munich
4420730-1,marcus_hutter,place of birth,munich
4420730-1,marcus_hutter,place of birth,munich
4420730-1,marcus_hutter,place of birth,munich
4420730-1,marcus_hutter,place of birth,munich
4420730-1,marcus_hutter,place of birth,munich
4420730-3,marcus_hutter,place of birth,munich
4420730-6,marcus_hutter,place of birth,munich
4420730-8,marcus_hutter,place of birth,munich
4420730-8,marcus_hutter,place of birth,munich
4479358-1,paul_jones,place of birth,hickory
4479358-1,paul_jones,place of birth,hickory
4479358-2,paul_jones,place of birth,hickory
4479358-2,paul_jones,place of birth,hickory
4546010-1,jennifer_roma_seberry,place of birth,sydney
4546010-3,jennifer_roma_seberry,place of birth,sydney
4546010-3,jennifer_roma_seberry,place of birth,sydney
4546010-4,jennifer_roma_seberry,place of birth,sydney
4546010-4,jennifer_roma_seberry,place of birth,sydney
4546010-5,jennifer_roma_seberry,place of birth,sydney
4546010-11,jennifer_roma_seberry,place of birth,sydney
4546010-11,jennifer_roma_seberry,place of birth,sydney
4546010-11,jennifer_roma_seberry,place of birth,sydney
4724120-3,john_meaney,place of birth,london
4724120-3,john_meaney,place of birth,london
4724120-3,john_meaney,place of birth,london
4724120-3,john_meaney,place of birth,london
4724120-5,john_meaney,place of birth,london
4724120-5,john_meaney,place of birth,london
4724120-5,john_meaney,place of birth,london
4724120-5,john_meaney,place of birth,london
4724120-5,john_meaney,place of birth,london
4881907-3,dana,place of birth,queens
4922604-3,vogel_guttag,place of birth,larchmont
4922604-4,vogel_guttag,place of birth,english
4942823-3,kenneth,place of birth,queens
5128298-1,christopher_douglas_estes,place of birth,richardson
5128298-1,christopher_douglas_estes,place of birth,christopher
5202853-1,weill_rackoff,place of birth,new_york_city
5203573-3,dale_skeen,place of birth,north
5366975-1,driss,place of birth,london
5392177-2,carlo_heinrich_séquin,place of birth,zurich
5459668-7,joseph_aoun,place of birth,joseph_aoun
5591801-3,lewis,place of birth,mathematics
5717579-3,richard_hipp,place of birth,charlotte
5717579-5,dwayne_richard_hipp,place of birth,charlotte
6015796-3,bernard_crossland,place of birth,london
6073198-1,schneider_rodríguez,place of birth,caracas
6073198-3,schneider_rodríguez,place of birth,caracas
6073198-3,verónica_schneider_rodríguez,place of birth,caracas
6073198-3,verónica_schneider_rodríguez,place of birth,caracas
6073198-3,verónica_schneider_rodríguez,place of birth,caracas
6073198-3,verónica_schneider_rodríguez,place of birth,caracas
6073198-4,verónica_schneider_rodríguez,place of birth,caracas
6073198-4,verónica_schneider_rodríguez,place of birth,caracas
6073198-4,verónica_schneider_rodríguez,place of birth,caracas
6073198-4,verónica_schneider_rodríguez,place of birth,caracas
6073198-4,verónica_schneider_rodríguez,place of birth,caracas
6073198-4,verónica_schneider_rodríguez,place of birth,caracas
6073198-6,schneider_rodríguez,place of birth,caracas
6303305-1,steve,place of birth,brooklyn
6303305-1,steve,place of birth,brooklyn
6303305-3,steve,place of birth,brooklyn
6303305-3,steve,place of birth,brooklyn
6303305-3,steve,place of birth,brooklyn
6303305-5,steve,place of birth,brooklyn
6303305-5,steve,place of birth,brooklyn
6303305-5,steve,place of birth,brooklyn
6303305-5,steve,place of birth,brooklyn
6303305-6,steve,place of birth,brooklyn
6303305-6,steve,place of birth,brooklyn
6303305-6,steve,place of birth,brooklyn
6303305-6,steve,place of birth,brooklyn
6303305-6,steve,place of birth,brooklyn
6303305-6,steve,place of birth,brooklyn
6303305-6,steve,place of birth,brooklyn
6303305-7,steve,place of birth,brooklyn
6303305-9,steve,place of birth,brooklyn
6303305-9,steve,place of birth,brooklyn
6341170-1,timothy,place of birth,walworth
6341170-1,timothy_wilking_finin,place of birth,walworth
6341170-3,timothy,place of birth,walworth
6341170-5,timothy_wilking_finin,place of birth,walworth
6341170-5,timothy_wilking_finin,place of birth,walworth
6341170-5,timothy_wilking_finin,place of birth,walworth
6341170-6,timothy,place of birth,walworth
6341170-6,timothy_wilking_finin,place of birth,walworth
6341170-6,timothy_wilking_finin,place of birth,walworth
6341170-8,timothy_wilking_finin,place of birth,walworth
6341170-8,timothy_wilking_finin,place of birth,walworth
6341170-8,timothy_wilking_finin,place of birth,walworth
6341170-8,timothy_wilking_finin,place of birth,walworth
6341170-8,timothy_wilking_finin,place of birth,walworth
6341170-9,timothy_wilking_finin,place of birth,walworth
6341170-9,timothy_wilking_finin,place of birth,walworth
6499856-1,rudi_studer,place of birth,stuttgart
6499856-1,rudi_studer,place of birth,stuttgart
6499856-1,rudi_studer,place of birth,stuttgart
6499856-1,rudi_studer,place of birth,stuttgart
6499856-5,rudi_studer,place of birth,stuttgart
6499856-5,rudi_studer,place of birth,stuttgart
6788094-5,robert_c_seacord,place of birth,cambridge
6847384-1,saul_miller,place of birth,brooklyn
6937286-3,zoubin_ghahramani_frs,place of birth,cognitive
7082350-10,steven_gregory_woods,place of birth,palo_alto
7260758-2,susanne_porsche,place of birth,frankfurt
7260758-2,susanne_porsche,place of birth,frankfurt
7260758-4,susanne_porsche,place of birth,frankfurt
7260758-4,susanne_porsche,place of birth,frankfurt
7260758-4,susanne_porsche,place of birth,frankfurt
7260758-4,susanne_porsche,place of birth,frankfurt
7283322-3,manuel_abramson,place of birth,boston
7283322-3,norman_manuel_abramson,place of birth,lithuania
7334854-3,michael,place of birth,ireland
7615726-1,george_moller,place of birth,trail
7644182-1,walter_pylyshyn,place of birth,montreal
7644182-2,walter_pylyshyn,place of birth,montreal
7644182-2,zenon_walter_pylyshyn,place of birth,montreal
7644182-2,zenon_walter_pylyshyn,place of birth,montreal
7644182-4,walter_pylyshyn,place of birth,montreal
7644182-4,zenon_walter_pylyshyn,place of birth,montreal
7644182-4,zenon_walter_pylyshyn,place of birth,montreal
7644182-5,zenon_walter_pylyshyn,place of birth,montreal
7644182-5,zenon_walter_pylyshyn,place of birth,montreal
7644182-7,walter_pylyshyn,place of birth,montreal
7644182-7,zenon_walter_pylyshyn,place of birth,montreal
7644182-7,zenon_walter_pylyshyn,place of birth,montreal
7644182-9,zenon_walter_pylyshyn,place of birth,montreal
7644182-9,zenon_walter_pylyshyn,place of birth,montreal
7644182-9,zenon_walter_pylyshyn,place of birth,montreal
7644182-9,zenon_walter_pylyshyn,place of birth,montreal
7710079-3,michiel_mol,place of birth,delft
7710079-4,michiel_mol,place of birth,delft
7710079-4,michiel_mol,place of birth,delft
7710079-4,michiel_mol,place of birth,delft
7710079-7,michiel_mol,place of birth,delft
7710079-7,michiel_mol,place of birth,delft
7710079-7,michiel_mol,place of birth,delft
7710079-7,michiel_mol,place of birth,delft
7710079-8,michiel_mol,place of birth,delft
7710079-8,michiel_mol,place of birth,delft
7710079-8,michiel_mol,place of birth,delft
7710079-8,michiel_mol,place of birth,delft
7792347-3,ian,place of birth,glasgow
7812016-1,bernd_sturmfels,place of birth,kassel
7812016-3,bernd_sturmfels,place of birth,kassel
7812016-3,bernd_sturmfels,place of birth,kassel
7812016-3,bernd_sturmfels,place of birth,kassel
7812016-3,bernd_sturmfels,place of birth,kassel
7812016-5,bernd_sturmfels,place of birth,kassel
7812016-5,bernd_sturmfels,place of birth,kassel
7812016-6,bernd_sturmfels,place of birth,kassel
7812016-8,bernd_sturmfels,place of birth,kassel
7812016-8,bernd_sturmfels,place of birth,kassel
7812016-8,bernd_sturmfels,place of birth,kassel
7812016-8,bernd_sturmfels,place of birth,kassel
7812016-8,bernd_sturmfels,place of birth,kassel
7812016-9,bernd_sturmfels,place of birth,kassel
7918141-4,daniel_rosenbaum,place of birth,los
8051762-1,bruce_koffman,place of birth,boston
8051762-1,elliot_bruce_koffman,place of birth,boston
8051762-1,elliot_bruce_koffman,place of birth,boston
8051762-3,bruce_koffman,place of birth,boston
8051762-3,elliot_bruce_koffman,place of birth,boston
8051762-3,elliot_bruce_koffman,place of birth,boston
8051762-3,elliot_bruce_koffman,place of birth,boston
8051762-3,elliot_bruce_koffman,place of birth,boston
8051762-4,elliot_bruce_koffman,place of birth,boston
8051762-4,elliot_bruce_koffman,place of birth,boston
8051762-5,bruce_koffman,place of birth,boston
8051762-5,elliot_bruce_koffman,place of birth,boston
8051762-6,bruce_koffman,place of birth,boston
8051762-6,elliot_bruce_koffman,place of birth,boston
8051762-6,elliot_bruce_koffman,place of birth,boston
8051762-7,elliot_bruce_koffman,place of birth,boston
8051762-9,bruce_koffman,place of birth,boston
8051762-9,elliot_bruce_koffman,place of birth,boston
8051762-11,bruce_koffman,place of birth,boston
8096460-3,george,place of birth,british_columbia
8475147-1,david_baker,place of birth,seattle
8475147-1,david_baker,place of birth,seattle
8475147-1,david_baker,place of birth,seattle
8475147-1,david_baker,place of birth,seattle
8475147-3,david_baker,place of birth,seattle
8475147-3,david_baker,place of birth,seattle
8475147-3,david_baker,place of birth,seattle
8475147-3,david_baker,place of birth,seattle
8475147-4,david_baker,place of birth,seattle
8475147-4,david_baker,place of birth,seattle
8475147-5,david_baker,place of birth,seattle
8475147-8,david_baker,place of birth,seattle
8475147-9,david_baker,place of birth,seattle
8475147-9,david_baker,place of birth,seattle
8475147-9,david_baker,place of birth,seattle
8585097-1,ozalp_babaoğlu,place of birth,ankara
8585097-1,ozalp_babaoğlu,place of birth,ankara
8585097-1,ozalp_babaoğlu,place of birth,ankara
8585097-1,ozalp_babaoğlu,place of birth,ankara
8585097-1,ozalp_babaoğlu,place of birth,ankara
8585097-1,ozalp_babaoğlu,place of birth,ankara
8585097-1,ozalp_babaoğlu,place of birth,ankara
8585097-4,ozalp_babaoğlu,place of birth,ankara
8585097-4,ozalp_babaoğlu,place of birth,ankara
8588742-1,david_gries,place of birth,flushing
8588742-2,david_gries,place of birth,flushing
8588742-2,david_gries,place of birth,flushing
8588742-4,david_gries,place of birth,flushing
8588742-4,david_gries,place of birth,flushing
8588742-4,david_gries,place of birth,flushing
8588742-5,david_gries,place of birth,flushing
8588742-5,david_gries,place of birth,flushing
8588742-5,david_gries,place of birth,flushing
8588742-7,david_gries,place of birth,flushing
8588742-7,david_gries,place of birth,flushing
8588742-7,david_gries,place of birth,flushing
8588742-8,david_gries,place of birth,flushing
8714209-2,stephanie,place of birth,oakland
8820540-3,guido_caldarelli,place of birth,rome
8820540-3,guido_caldarelli,place of birth,rome
8820540-3,guido_caldarelli,place of birth,rome
8820540-3,guido_caldarelli,place of birth,rome
8820540-3,guido_caldarelli,place of birth,rome
8820540-3,guido_caldarelli,place of birth,rome
8820540-3,guido_caldarelli,place of birth,rome
8820540-3,guido_caldarelli,place of birth,rome
8820540-4,guido_caldarelli,place of birth,rome
8820540-6,guido_caldarelli,place of birth,rome
8820540-6,guido_caldarelli,place of birth,rome
8820540-9,guido_caldarelli,place of birth,rome
8820540-9,guido_caldarelli,place of birth,rome
8820540-11,guido_caldarelli,place of birth,rome
8820540-12,guido_caldarelli,place of birth,rome
8820540-12,guido_caldarelli,place of birth,rome
8820540-12,guido_caldarelli,place of birth,rome
8895114-5,alan_robinson,place of birth,halifax
9319713-4,lois_bryant,place of birth,birmingham
9319713-4,randal_e_bryant,place of birth,applied
9435645-3,john_snowden,place of birth,hons
9573426-6,hermann_maurer,place of birth,styria
9573426-8,hermann_maurer,place of birth,english
9654170-3,michael,place of birth,bremen
9711238-3,paulraj,place of birth,pollachi
9719895-1,alexander,place of birth,kiev
9719895-1,alexander_y_tetelbaum,place of birth,kiev
9719895-1,alexander_y_tetelbaum,place of birth,kiev
9719895-1,alexander_y_tetelbaum,place of birth,kiev
9719895-1,alexander_y_tetelbaum,place of birth,kiev
9719895-3,alexander,place of birth,kiev
9719895-3,alexander_y_tetelbaum,place of birth,kiev
9719895-3,alexander_y_tetelbaum,place of birth,kiev
9719895-3,alexander_y_tetelbaum,place of birth,kiev
9719895-3,alexander_y_tetelbaum,place of birth,kiev
9719895-3,alexander_y_tetelbaum,place of birth,kiev
9719895-4,alexander,place of birth,kiev
9719895-4,alexander_y_tetelbaum,place of birth,kiev
9719895-4,alexander_y_tetelbaum,place of birth,kiev
9719895-4,alexander_y_tetelbaum,place of birth,kiev
9865353-1,peter_baumann,place of birth,rosenheim
9865353-11,peter_baumann,place of birth,rosenheim
9865353-13,peter_baumann,place of birth,rosenheim
9894534-1,tinsley_oden,place of birth,alexandria
9894534-1,tinsley_oden,place of birth,alexandria
9894534-2,tinsley_oden,place of birth,alexandria
9894534-2,tinsley_oden,place of birth,alexandria
9894534-3,tinsley_oden,place of birth,alexandria
9894534-3,tinsley_oden,place of birth,alexandria
9894534-3,tinsley_oden,place of birth,alexandria
9894534-3,tinsley_oden,place of birth,alexandria
9894534-3,tinsley_oden,place of birth,alexandria
9894534-4,j_tinsley_oden,place of birth,alexandria
9894534-4,tinsley_oden,place of birth,alexandria
9894534-6,tinsley_oden,place of birth,alexandria
9894534-6,tinsley_oden,place of birth,alexandria
9894534-6,tinsley_oden,place of birth,alexandria
9894534-6,tinsley_oden,place of birth,alexandria
9894534-6,tinsley_oden,place of birth,alexandria
9894534-6,tinsley_oden,place of birth,alexandria
9894534-6,tinsley_oden,place of birth,alexandria
9920385-13,jon,place of birth,silicon_valley
9968297-3,rosenschein,place of birth,harrisburg
10093378-1,byars_samson,place of birth,forfar
10093378-2,byars_samson,place of birth,forfar
10093378-2,william_byars_samson,place of birth,forfar
10093378-2,william_byars_samson,place of birth,forfar
10093378-2,william_byars_samson,place of birth,forfar
10093378-2,william_byars_samson,place of birth,forfar
10093378-2,william_byars_samson,place of birth,forfar
10093378-4,byars_samson,place of birth,forfar
10093378-4,william_byars_samson,place of birth,forfar
10093378-4,william_byars_samson,place of birth,forfar
10093378-4,william_byars_samson,place of birth,forfar
10093378-4,william_byars_samson,place of birth,forfar
10093378-5,william_byars_samson,place of birth,forfar
10093378-5,william_byars_samson,place of birth,forfar
10093378-5,william_byars_samson,place of birth,forfar
10093378-7,william_byars_samson,place of birth,forfar
10093378-7,william_byars_samson,place of birth,forfar
10093378-7,william_byars_samson,place of birth,forfar
10093378-7,william_byars_samson,place of birth,forfar
10093378-7,william_byars_samson,place of birth,forfar
10093378-7,william_byars_samson,place of birth,forfar
10093378-7,william_byars_samson,place of birth,forfar
10093378-8,byars_samson,place of birth,forfar
10093378-8,william_byars_samson,place of birth,forfar
10132366-1,david_liu,place of birth,guangzhou
10150899-2,nicolaas_habermann,place of birth,groningen
10177213-1,trevor_blackwell,place of birth,canada
10177213-2,trevor_blackwell,place of birth,canada
10177213-2,trevor_blackwell,place of birth,canada
10177213-4,trevor_blackwell,place of birth,canada
10177213-4,trevor_blackwell,place of birth,canada
10177213-5,trevor_blackwell,place of birth,canada
10177213-5,trevor_blackwell,place of birth,canada
10177213-5,trevor_blackwell,place of birth,canada
10177213-6,trevor_blackwell,place of birth,canada
10177213-7,trevor_blackwell,place of birth,canada
10609858-3,nicola_guarino,place of birth,messina
10609858-3,nicola_guarino,place of birth,messina
10609858-5,nicola_guarino,place of birth,messina
10609858-7,nicola_guarino,place of birth,messina
10609858-7,nicola_guarino,place of birth,messina
10609858-7,nicola_guarino,place of birth,messina
10609858-7,nicola_guarino,place of birth,messina
10609858-7,nicola_guarino,place of birth,messina
10609858-7,nicola_guarino,place of birth,messina
10609858-9,nicola_guarino,place of birth,messina
10609858-9,nicola_guarino,place of birth,messina
10693709-3,wenjie_cheng,place of birth,hong_kong
10842168-4,hilda_mary_martin,place of birth,london
10901372-2,peterson,place of birth,muskegon
11050232-3,sutton,place of birth,ohio
11157003-3,arto,place of birth,turku
11557611-1,dimiter_skordev,place of birth,sofia
11567176-1,linda_jo_goldway_keen,place of birth,new_york_city
11567176-1,linda_jo_goldway_keen,place of birth,new_york_city
11567176-3,linda_jo_goldway_keen,place of birth,new_york_city
11567176-3,linda_jo_goldway_keen,place of birth,new_york_city
11567176-3,linda_jo_goldway_keen,place of birth,new_york_city
11567176-3,linda_jo_goldway_keen,place of birth,new_york_city
11567176-3,linda_jo_goldway_keen,place of birth,new_york_city
11567176-3,linda_jo_goldway_keen,place of birth,new_york_city
11567176-4,linda_jo_goldway_keen,place of birth,new_york_city
11567176-4,linda_jo_goldway_keen,place of birth,new_york_city
11567176-4,linda_jo_goldway_keen,place of birth,new_york_city
11567176-4,linda_jo_goldway_keen,place of birth,new_york_city
11567176-5,linda_jo_goldway_keen,place of birth,new_york_city
11567176-5,linda_jo_goldway_keen,place of birth,new_york_city
11567176-6,linda_jo_goldway_keen,place of birth,new_york_city
11567176-7,linda_jo_goldway_keen,place of birth,new_york_city
11567176-7,linda_jo_goldway_keen,place of birth,new_york_city
11567176-7,linda_jo_goldway_keen,place of birth,new_york_city
11567176-9,linda_jo_goldway_keen,place of birth,new_york_city
11567176-9,linda_jo_goldway_keen,place of birth,new_york_city
11567176-11,linda_jo_goldway_keen,place of birth,new_york_city
11567176-13,linda_jo_goldway_keen,place of birth,new_york_city
11567176-14,linda_jo_goldway_keen,place of birth,new_york_city
11567176-15,linda_jo_goldway_keen,place of birth,new_york_city
11664159-4,merle_nelson,place of birth,hamilton
11664159-7,evelyn_merle_nelson,place of birth,canadian
11664159-8,evelyn_merle_nelson,place of birth,canadian
11689633-5,roger_ware_brockett,place of birth,seville
11689633-5,roger_ware_brockett,place of birth,seville
11689633-5,roger_ware_brockett,place of birth,seville
11689633-5,roger_ware_brockett,place of birth,seville
11689633-6,roger_ware_brockett,place of birth,seville
11689633-6,roger_ware_brockett,place of birth,seville
11689633-7,roger_ware_brockett,place of birth,seville
11689633-7,roger_ware_brockett,place of birth,seville
11689633-7,roger_ware_brockett,place of birth,seville
11699124-1,alberto_luigi,place of birth,berkeley
11833629-1,karol_szymański,place of birth,pasłęk
11833629-1,bolesław_karol_szymański,place of birth,pasłęk
11833629-3,karol_szymański,place of birth,pasłęk
11833629-3,bolesław_karol_szymański,place of birth,pasłęk
11833629-3,bolesław_karol_szymański,place of birth,pasłęk
11833629-3,bolesław_karol_szymański,place of birth,pasłęk
11833629-3,bolesław_karol_szymański,place of birth,pasłęk
11833629-3,bolesław_karol_szymański,place of birth,pasłęk
11833629-7,bolesław_karol_szymański,place of birth,pasłęk
11833629-7,bolesław_karol_szymański,place of birth,pasłęk
11833629-7,bolesław_karol_szymański,place of birth,pasłęk
11833629-7,bolesław_karol_szymański,place of birth,pasłęk
11833629-7,bolesław_karol_szymański,place of birth,pasłęk
11833629-7,bolesław_karol_szymański,place of birth,pasłęk
11833629-7,bolesław_karol_szymański,place of birth,pasłęk
11833629-7,bolesław_karol_szymański,place of birth,pasłęk
11833629-7,bolesław_karol_szymański,place of birth,pasłęk
11833629-7,bolesław_karol_szymański,place of birth,pasłęk
12013216-4,mertz_kane,place of birth,madison
12382906-6,chan_yuk_chi,place of birth,hong_kong
12393373-1,henry_fuchs,place of birth,tokaj
12393373-5,henry_fuchs,place of birth,tokaj
12393373-5,henry_fuchs,place of birth,tokaj
12393373-5,henry_fuchs,place of birth,tokaj
12393373-5,henry_fuchs,place of birth,tokaj
12393373-5,henry_fuchs,place of birth,tokaj
12393373-5,henry_fuchs,place of birth,tokaj
12393373-7,henry_fuchs,place of birth,tokaj
12393373-7,henry_fuchs,place of birth,tokaj
12393373-7,henry_fuchs,place of birth,tokaj
12393373-7,henry_fuchs,place of birth,tokaj
12393373-7,henry_fuchs,place of birth,tokaj
12512176-2,ronald_m_kaplan,place of birth,mathematics
12676100-1,nathan_mccree,place of birth,brno
12676100-4,nathan,place of birth,england
12676677-1,brun_folmann,place of birth,copenhagen
12679043-3,fawwaz,place of birth,damascus
12707548-2,shapira,place of birth,vilnius
12986998-3,laila_al_shaikhli,place of birth,baghdad
13381517-8,łukasz_foltyn,place of birth,polish
13510124-1,krishan_sabnani,place of birth,new_delhi
13510124-1,krishan_sabnani,place of birth,new_delhi
13510124-2,krishan_sabnani,place of birth,new_delhi
13510124-2,krishan_sabnani,place of birth,new_delhi
13510124-2,krishan_sabnani,place of birth,new_delhi
13510124-2,krishan_sabnani,place of birth,new_delhi
13510124-2,krishan_sabnani,place of birth,new_delhi
13510124-2,krishan_sabnani,place of birth,new_delhi
13510124-3,krishan_sabnani,place of birth,new_delhi
13510124-3,krishan_sabnani,place of birth,new_delhi
13510124-3,krishan_sabnani,place of birth,new_delhi
13510124-3,krishan_sabnani,place of birth,new_delhi
13510124-4,krishan_sabnani,place of birth,new_delhi
13510124-4,krishan_sabnani,place of birth,new_delhi
13635786-3,rajnish_mehra,place of birth,industrial
13744813-1,brian_wilson,place of birth,newton
13744813-3,brian_wilson,place of birth,newton
13744813-3,brian_wilson,place of birth,newton
13744813-3,brian_wilson,place of birth,newton
13744813-5,brian_wilson,place of birth,newton
13744813-5,brian_wilson,place of birth,newton
13744813-5,brian_wilson,place of birth,newton
13744813-7,brian_wilson,place of birth,newton
13744813-7,brian_wilson,place of birth,newton
13744813-8,brian_wilson,place of birth,newton
13898385-1,rojas_gonzález,place of birth,mexico_city
13898385-1,raúl_rojas_gonzález,place of birth,mexico_city
13898385-1,raúl_rojas_gonzález,place of birth,mexico_city
13898385-2,rojas_gonzález,place of birth,mexico_city
13898385-2,raúl_rojas_gonzález,place of birth,mexico_city
13898385-2,raúl_rojas_gonzález,place of birth,mexico_city
13898385-2,raúl_rojas_gonzález,place of birth,mexico_city
13898385-6,rojas_gonzález,place of birth,mexico_city
13898385-6,raúl_rojas_gonzález,place of birth,mexico_city
13898385-6,raúl_rojas_gonzález,place of birth,mexico_city
13898385-6,raúl_rojas_gonzález,place of birth,mexico_city
13898385-6,raúl_rojas_gonzález,place of birth,mexico_city
13898385-6,raúl_rojas_gonzález,place of birth,mexico_city
13898385-6,raúl_rojas_gonzález,place of birth,mexico_city
13932786-1,google,place of birth,britain
14227148-5,martin_charles_golumbic,place of birth,foundations
14264462-3,henry_brian_valentine,place of birth,centralia
14277282-1,richard_marggraf_turley,place of birth,romanticism
14290583-1,gregoris_mentzas,place of birth,alexandroupoli
14290583-3,gregoris_mentzas,place of birth,alexandroupoli
14290583-3,gregoris_mentzas,place of birth,alexandroupoli
14290583-4,gregoris_mentzas,place of birth,alexandroupoli
14290583-4,gregoris_mentzas,place of birth,alexandroupoli
14290583-5,gregoris_mentzas,place of birth,alexandroupoli
14290583-6,gregoris_mentzas,place of birth,alexandroupoli
14378887-10,sean_s_munson,place of birth,luxembourg
14378887-10,sean_s_munson,place of birth,israel
14482464-3,onno_johan_boxma,place of birth,mathematic
14631011-3,elizabeth_hillston,place of birth,mathematics
14688382-1,patrick_healey,place of birth,niagara_falls
14914691-5,peter_hofstee,place of birth,groningen
15144158-1,suranga,place of birth,kandy
15144158-1,suranga_chandratillake,place of birth,kandy
15144158-3,suranga_chandratillake,place of birth,kandy
15144158-4,suranga,place of birth,kandy
15144158-4,suranga_chandratillake,place of birth,kandy
15144158-4,suranga_chandratillake,place of birth,kandy
15144158-4,suranga_chandratillake,place of birth,kandy
15144158-5,suranga,place of birth,kandy
15144158-5,suranga_chandratillake,place of birth,kandy
15144158-5,suranga_chandratillake,place of birth,kandy
15144158-5,suranga_chandratillake,place of birth,kandy
15144158-6,suranga,place of birth,kandy
15144158-6,suranga_chandratillake,place of birth,kandy
15144158-7,suranga,place of birth,kandy
15144158-7,suranga_chandratillake,place of birth,kandy
15144158-8,suranga_chandratillake,place of birth,kandy
15272215-3,james,place of birth,new_york_city
15329773-1,michael_kohlhase,place of birth,erlangen
15329773-3,michael_kohlhase,place of birth,erlangen
15329773-3,michael_kohlhase,place of birth,erlangen
15329773-5,michael_kohlhase,place of birth,erlangen
15329773-7,michael_kohlhase,place of birth,erlangen
15329773-7,michael_kohlhase,place of birth,erlangen
15329773-8,michael_kohlhase,place of birth,erlangen
15329773-8,michael_kohlhase,place of birth,erlangen
15329773-8,michael_kohlhase,place of birth,erlangen
15329773-8,michael_kohlhase,place of birth,erlangen
15329773-8,michael_kohlhase,place of birth,erlangen
15329773-12,michael_kohlhase,place of birth,erlangen
15329773-15,michael_kohlhase,place of birth,erlangen
15880746-3,karlin,place of birth,janów
15940428-3,paul_dobkin,place of birth,pittsburgh
16191273-6,deborah_estrin,place of birth,new_york_city
16814260-7,margaret_h_wright,place of birth,hanford
16814260-7,margaret_h_wright,place of birth,mathematics
16816634-3,david,place of birth,akron
16816634-12,david,place of birth,knoxville
16930806-1,goss_pearlman,place of birth,manhattan
17013363-2,fabien_chéreau,place of birth,villefranche
17013363-3,fabien_chéreau,place of birth,villefranche
17013363-5,fabien_chéreau,place of birth,villefranche
17013363-5,fabien_chéreau,place of birth,villefranche
17013363-5,fabien_chéreau,place of birth,villefranche
17013363-5,fabien_chéreau,place of birth,villefranche
17013363-5,fabien_chéreau,place of birth,villefranche
17013363-7,fabien_chéreau,place of birth,villefranche
17013363-7,fabien_chéreau,place of birth,villefranche
17032462-1,adamson_iii,place of birth,salt_lake_city
17032462-2,adamson_iii,place of birth,salt_lake_city
17032462-2,robert_g_adamson_iii,place of birth,salt_lake_city
17032462-3,robert_g_adamson_iii,place of birth,salt_lake_city
17032462-3,robert_g_adamson_iii,place of birth,salt_lake_city
17032462-4,adamson_iii,place of birth,salt_lake_city
17032462-5,adamson_iii,place of birth,salt_lake_city
17032462-5,robert_g_adamson_iii,place of birth,salt_lake_city
17032462-5,robert_g_adamson_iii,place of birth,salt_lake_city
17032462-5,robert_g_adamson_iii,place of birth,salt_lake_city
17032462-5,robert_g_adamson_iii,place of birth,salt_lake_city
17032462-6,robert_g_adamson_iii,place of birth,salt_lake_city
17032462-6,robert_g_adamson_iii,place of birth,salt_lake_city
17032462-6,robert_g_adamson_iii,place of birth,salt_lake_city
17062681-1,moniz_pereira,place of birth,lisbon
17062681-1,luís_moniz_pereira,place of birth,lisbon
17062681-2,moniz_pereira,place of birth,lisbon
17062681-2,luís_moniz_pereira,place of birth,lisbon
17062681-3,moniz_pereira,place of birth,lisbon
17062681-3,luís_moniz_pereira,place of birth,lisbon
17112957-1,antal_bánáthy,place of birth,budapest
17112957-3,antal_bánáthy,place of birth,budapest
